Class 1,Class 2,Sematic Cosine Similarity Without VGG Feat,Sematic Cosine Similarity Wit VGG Feat
baby,girl,0.5289506316184998,0.5497558068518249
baby,hamster,0.3875000476837158,0.41151042804620064
baby,house,0.21161337196826935,0.25686691753464086
baby,kangaroo,0.26947081089019775,0.2972677887135112
baby,keyboard,0.10381363332271576,0.1385415017045486
baby,lamp,0.14312778413295746,0.1771539669074429
baby,mower,0.14441436529159546,0.17433852882384593
baby,leopard,0.27530959248542786,0.3001499870972473
baby,lion,0.1871538758277893,0.22162674754926237
baby,lizard,0.3022865653038025,0.3309595816564761
baby,lobster,0.12809979915618896,0.16051873794028781
baby,man,0.27722394466400146,0.31612988833302125
baby,maple,0.0733092650771141,0.10820770069339813
baby,motorcycle,0.0853242427110672,0.12503500642499799
baby,mountain,0.10037047415971756,0.14162631369599754
baby,mouse,0.1578018218278885,0.19210646739366832
baby,mushroom,0.09647371619939804,0.13582993592824144
baby,oak,0.13848242163658142,0.1700965720131815
baby,orange,0.0827031210064888,0.12544174558544208
baby,orchid,0.1757824569940567,0.20423429513087366
baby,otter,0.34146469831466675,0.36631388515966146
baby,palm,0.16472572088241577,0.19806748098320603
baby,pear,0.16914013028144836,0.20412425113166188
baby,truck,0.2039996087551117,0.24037460900578123
baby,pine,0.05762198194861412,0.09908367683192909
baby,plain,0.06839107722043991,0.12006917628934621
baby,plate,0.07501315325498581,0.11450152302854166
baby,poppy,0.06177065894007683,0.09245210973397044
baby,porcupine,0.30521324276924133,0.33079820381951885
baby,possum,0.2721419334411621,0.3002794095963457
baby,rabbit,0.2761176824569702,0.3091949958337171
baby,raccoon,0.2910420894622803,0.31675340049016765
baby,ray,0.06760381907224655,0.10269259511177153
baby,road,0.06289967149496078,0.11193497540508568
baby,rocket,0.1105702593922615,0.14281542227188104
baby,rose,0.06070331856608391,0.09509864941676649
baby,sea,0.1456390768289566,0.1870017113048117
baby,seal,0.11963523179292679,0.15965024928697946
baby,shark,0.19399695098400116,0.21919505263991268
baby,shrew,0.23505182564258575,0.2626441644169365
baby,skunk,0.22554904222488403,0.2564546823719349
baby,skyscraper,0.09721370041370392,0.12967533850392
baby,snail,0.17339394986629486,0.20645964708652764
baby,snake,0.3274862468242645,0.35689284292716883
baby,spider,0.2727069854736328,0.3012910284579803
baby,squirrel,0.27121594548225403,0.3016059654251948
baby,streetcar,0.045366719365119934,0.07717359040930993
baby,sunflower,0.18418490886688232,0.2189545733877042
baby,pepper,0.08678615093231201,0.12091645396608719
baby,table,0.061212729662656784,0.10763936963433762
baby,tank,0.09474887698888779,0.13247422652924357
baby,telephone,0.02021654322743416,0.06443620499595504
baby,television,0.08553457260131836,0.13260603060398735
baby,tiger,0.22484393417835236,0.2532127168264193
baby,tractor,0.11721542477607727,0.1532485093422319
baby,train,0.09065702557563782,0.1343592852434925
baby,trout,0.16977331042289734,0.19697724500416647
baby,tulip,0.09000682085752487,0.1242763159644833
baby,turtle,0.3204793930053711,0.34769479425461547
baby,wardrobe,0.1851767897605896,0.21663789333603756
baby,whale,0.27072566747665405,0.29647834523700256
baby,tree,0.23369616270065308,0.26615794119998004
baby,wolf,0.17132145166397095,0.1986826523806694
baby,woman,0.4318711459636688,0.4591944213772243
baby,worm,0.10884414613246918,0.14149485979849385
bear,apple,0.18712499737739563,0.2233857266758994
bear,fish,0.2748919129371643,0.30485230427946175
bear,baby,0.17101144790649414,0.20880816808159686
bear,beaver,0.378201425075531,0.40367108292438636
bear,bed,0.08074530959129333,0.1284011788934848
bear,bee,0.23939120769500732,0.2715731490824256
bear,beetle,0.2605207860469818,0.28657996086170834
bear,bicycle,0.09670004993677139,0.1394541392358345
bear,bottle,0.12510016560554504,0.16461440011092143
bear,bowl,0.0624639093875885,0.0982040689717365
bear,boy,0.12815436720848083,0.16990545557202907
bear,bridge,0.151370108127594,0.19149550360114032
bear,bus,0.09422796219587326,0.13684368095611188
bear,butterfly,0.17721043527126312,0.2094753584678719
bear,camel,0.26844629645347595,0.29820662839606826
bear,can,0.10252615809440613,0.16216894752805244
bear,castle,0.08234471827745438,0.12348996264186596
bear,caterpillar,0.25117114186286926,0.28084176011209483
bear,cattle,0.202821284532547,0.23501499379010737
bear,chair,0.07906884700059891,0.12289070556920356
bear,chimpanzee,0.3012860417366028,0.32353765967587345
bear,clock,0.05074106529355049,0.09297616360730043
bear,cloud,0.07467182725667953,0.11355537368791047
bear,cockroach,0.1794278621673584,0.21615300097237689
bear,couch,0.05636041983962059,0.0990777257337161
bear,crab,0.2193538099527359,0.24968160477423773
bear,crocodile,0.35075071454048157,0.37300049632796695
bear,cup,0.0015121044125407934,0.045614336795321675
bear,dinosaur,0.24978724122047424,0.2799091436482555
bear,dolphin,0.27174684405326843,0.2995238307801047
bear,elephant,0.44258272647857666,0.46496244863914815
bear,flatfish,0.15039832890033722,0.18207705119967288
bear,forest,0.1979249119758606,0.23165941243284827
bear,fox,0.35722383856773376,0.3843405382244127
bear,girl,0.11615695804357529,0.15676622237351057
bear,hamster,0.1993495672941208,0.2321402458270051
bear,house,0.1947137713432312,0.24328098748445948
bear,kangaroo,0.29916369915008545,0.32688481925150725
bear,keyboard,-0.022365691140294075,0.019067132654306485
bear,lamp,0.06281574815511703,0.10165677054837385
bear,mower,0.042771659791469574,0.07791065685886778
bear,leopard,0.4152781367301941,0.43575640263395443
bear,lion,0.4445842504501343,0.4690923190963405
bear,lizard,0.28739985823631287,0.3179299695059301
bear,lobster,0.19647236168384552,0.2274868351941599
bear,man,0.1641816645860672,0.21126136501137116
bear,maple,0.08292913436889648,0.11903053715703138
bear,motorcycle,0.06879698485136032,0.11103447942513955
bear,mountain,0.24254241585731506,0.27893783294763463
bear,mouse,0.09320088475942612,0.13175266131455243
bear,mushroom,0.20635516941547394,0.24230127344005126
bear,oak,0.0580209419131279,0.09425899170452212
bear,orange,0.0893559679389,0.13363033310862216
bear,orchid,0.12103792279958725,0.15257206155619918
bear,otter,0.3349332809448242,0.36109906751847154
bear,palm,0.06829319894313812,0.10717228779844945
bear,pear,0.16226567327976227,0.19910811657087546
bear,truck,0.19634824991226196,0.23472540059831803
bear,pine,0.08847330510616302,0.13041966814399863
bear,plain,0.06400671601295471,0.11852443988693073
bear,plate,0.12526291608810425,0.16415555611116206
bear,poppy,0.01996869221329689,0.0533651088511522
bear,porcupine,0.3010825216770172,0.3277344770353019
bear,possum,0.24948255717754364,0.27953896263029476
bear,rabbit,0.3535844087600708,0.3843701566261484
bear,raccoon,0.3864539563655853,0.4093801125902088
bear,ray,0.06695719808340073,0.10358660582081791
bear,road,0.058394793421030045,0.10996961921701598
bear,rocket,0.1565150022506714,0.18843225369358052
bear,rose,0.057856351137161255,0.09371916427382576
bear,sea,0.06455349922180176,0.11211792247032348
bear,seal,0.16930875182151794,0.20877801074153757
bear,shark,0.28242313861846924,0.3054635639221688
bear,shrew,0.20162132382392883,0.2316270934780229
bear,skunk,0.3757568299770355,0.4016289541747706
bear,skyscraper,0.026993228122591972,0.06364104321707809
bear,snail,0.17648832499980927,0.2108314123979418
bear,snake,0.34757912158966064,0.37739965729914726
bear,spider,0.23608188331127167,0.2674367007664268
bear,squirrel,0.4187043011188507,0.4439434110857383
bear,streetcar,0.07275353372097015,0.10494368671918508
bear,sunflower,0.18408329784870148,0.22039148104850503
bear,pepper,0.1722165197134018,0.20440349586217677
bear,table,0.03766673803329468,0.08739353085738522
bear,tank,0.012694715522229671,0.055806829002482905
bear,telephone,0.036527980118989944,0.08197968286283919
bear,television,0.06292539834976196,0.1133078867038283
bear,tiger,0.4142451286315918,0.43626382782484596
bear,tractor,0.09183656424283981,0.13058854497436911
bear,train,0.0688014104962349,0.11557813055700628
bear,trout,0.23519974946975708,0.26115792576431063
bear,tulip,0.18992799520492554,0.221486750823762
bear,turtle,0.29374992847442627,0.3232755819844737
bear,wardrobe,0.035622451454401016,0.07460487517764502
bear,whale,0.3166012763977051,0.34176005360096884
bear,tree,0.1918523907661438,0.22765420492669808
bear,wolf,0.46049270033836365,0.4782997331440839
bear,woman,0.1561238169670105,0.19847805336107593
bear,worm,0.13617530465126038,0.16915784667475908
beaver,apple,0.2203981578350067,0.2504775415952114
beaver,fish,0.3824697434902191,0.4045843409094956
beaver,baby,0.1966589391231537,0.22832051458248137
beaver,bear,0.378201425075531,0.40367108292438636
beaver,bed,0.10446329414844513,0.14452826368442007
beaver,bee,0.37617212533950806,0.39906619603317073
beaver,beetle,0.4652006924152374,0.48160142309213205
beaver,bicycle,0.2005745768547058,0.23323563394056457
beaver,bottle,0.15383616089820862,0.1868891253762509
beaver,bowl,0.09980372339487076,0.12954490540216224
beaver,boy,0.23931537568569183,0.27071573982158115
beaver,bridge,0.206422820687294,0.2387984008447781
beaver,bus,0.03522833064198494,0.07449497156454088
beaver,butterfly,0.3099477291107178,0.3334536607444898
beaver,camel,0.2613067626953125,0.2874366297206261
beaver,can,0.038943029940128326,0.09434617599751105
beaver,castle,0.21670816838741302,0.24703304336180187
beaver,caterpillar,0.35548996925354004,0.3777170901360236
beaver,cattle,0.2775241732597351,0.30286640302930756
beaver,chair,0.06316158920526505,0.10169706329138428
beaver,chimpanzee,0.28198081254959106,0.3021936449508633
beaver,clock,0.07610346376895905,0.11167498910319273
beaver,cloud,-0.017163246870040894,0.01988492662934771
beaver,cockroach,0.3193185329437256,0.34554373190708865
beaver,couch,0.12361498177051544,0.15792022120757376
beaver,crab,0.3135540783405304,0.3367571694696243
beaver,crocodile,0.4306601881980896,0.447831740081568
beaver,cup,0.058573972433805466,0.09455625733491746
beaver,dinosaur,0.3163301646709442,0.34018389517785874
beaver,dolphin,0.39526864886283875,0.41537989981738177
beaver,elephant,0.38378918170928955,0.40542528680552814
beaver,flatfish,0.2832399010658264,0.3064402083935933
beaver,forest,0.2852640450000763,0.31133709507624996
beaver,fox,0.51018887758255,0.5281416781890974
beaver,girl,0.19158145785331726,0.22367339790270346
beaver,hamster,0.30529049038887024,0.3299939015207427
beaver,house,0.087478868663311,0.13512420566372285
beaver,kangaroo,0.32924869656562805,0.3523817799864899
beaver,keyboard,0.12311653047800064,0.15385759150980616
beaver,lamp,0.14231131970882416,0.17308818518980496
beaver,mower,0.19238916039466858,0.21800819030408658
beaver,leopard,0.3996369540691376,0.41826284822382
beaver,lion,0.3557002544403076,0.38034434188900657
beaver,lizard,0.4144858717918396,0.43624302140498294
beaver,lobster,0.30722668766975403,0.3304755219863085
beaver,man,0.2240680605173111,0.26142226894012666
beaver,maple,0.26834532618522644,0.2932852414945186
beaver,motorcycle,0.08034791052341461,0.11643420574339058
beaver,mountain,0.18818891048431396,0.22188466034729504
beaver,mouse,0.255447655916214,0.2828711141375406
beaver,mushroom,0.3100544512271881,0.33705008315150775
beaver,oak,0.2098712921142578,0.236170290370589
beaver,orange,0.0905989557504654,0.12881650057135585
beaver,orchid,0.2731623351573944,0.29575179147147546
beaver,otter,0.5638260245323181,0.5787999863184838
beaver,palm,0.0467035248875618,0.0811662820913378
beaver,pear,0.21259082853794098,0.24255844980452324
beaver,truck,0.16049571335315704,0.19511335953794018
beaver,pine,0.221541628241539,0.25246883070559534
beaver,plain,0.10751824826002121,0.15220825512532632
beaver,plate,0.08568938076496124,0.12086120657541966
beaver,poppy,0.16703741252422333,0.1915349629009797
beaver,porcupine,0.4736836850643158,0.49115506028679945
beaver,possum,0.5048506259918213,0.5220173148868427
beaver,rabbit,0.5526639819145203,0.5708409421425008
beaver,raccoon,0.5375661849975586,0.5527031193379276
beaver,ray,0.051278479397296906,0.08359623898035073
beaver,road,0.10831258445978165,0.15035488843848077
beaver,rocket,-0.000895655422937125,0.03209751601277122
beaver,rose,0.0793902724981308,0.10976358848460999
beaver,sea,0.05749770998954773,0.0989326420796992
beaver,seal,0.26495933532714844,0.29507740896578305
beaver,shark,0.31248724460601807,0.33192855511472774
beaver,shrew,0.3608817458152771,0.38178224436974184
beaver,skunk,0.4768339991569519,0.4957131134944974
beaver,skyscraper,0.08977088332176208,0.11945178507600229
beaver,snail,0.35585057735443115,0.3791544322729421
beaver,snake,0.4197424054145813,0.4426284232095894
beaver,spider,0.3897465765476227,0.4115119365445692
beaver,squirrel,0.5601266026496887,0.5766772357616352
beaver,streetcar,0.21192464232444763,0.2355808403806844
beaver,sunflower,0.17243902385234833,0.2043242080010248
beaver,pepper,0.07220613956451416,0.10357278176269258
beaver,table,0.010514000430703163,0.054769633280684404
beaver,tank,0.038387902081012726,0.07471329995751441
beaver,telephone,0.05807632580399513,0.0964857136953482
beaver,television,0.08945684880018234,0.13168911741876532
beaver,tiger,0.4248018264770508,0.44381983681453774
beaver,tractor,0.15896107256412506,0.19002946453252
beaver,train,0.04819997027516365,0.08952991059954474
beaver,trout,0.42902952432632446,0.44587492506278115
beaver,tulip,0.22578755021095276,0.2519992260360373
beaver,turtle,0.4517211616039276,0.47162539768245604
beaver,wardrobe,0.09359938651323318,0.12533954186972385
beaver,whale,0.41938433051109314,0.43807801031305793
beaver,tree,0.2902311384677887,0.31742124258061044
beaver,wolf,0.5464305877685547,0.5597368841604126
beaver,woman,0.19380076229572296,0.2286408425641997
beaver,worm,0.33106526732444763,0.3532345498227746
bed,apple,0.073935367166996,0.1191255931766394
bed,fish,0.09396018087863922,0.1344230651748074
bed,baby,0.3540608882904053,0.38580596885517005
bed,bear,0.08074530959129333,0.1284011788934848
bed,beaver,0.10446329414844513,0.14452826368442007
bed,bee,0.0670602023601532,0.11008787217349902
bed,beetle,0.040676601231098175,0.0781090591737349
bed,bicycle,0.17561449110507965,0.21819479169453082
bed,bottle,0.25184303522109985,0.28870078726202886
bed,bowl,0.10191146284341812,0.13910052192728384
bed,boy,0.21521224081516266,0.2560279765589415
bed,bridge,0.14995026588439941,0.19391770803731845
bed,bus,0.18644510209560394,0.22823275996789016
bed,butterfly,0.13921673595905304,0.17574632065776075
bed,camel,0.1334255486726761,0.17189747386182708
bed,can,0.08658581227064133,0.15328138662716206
bed,castle,0.205196350812912,0.2441958262289915
bed,caterpillar,0.17369601130485535,0.20917171193928674
bed,cattle,0.03638923168182373,0.07892728410281291
bed,chair,0.34449392557144165,0.3786916696213971
bed,chimpanzee,0.0539553165435791,0.0876118123248465
bed,clock,0.13640035688877106,0.178298694858549
bed,cloud,0.11566277593374252,0.1560137920106035
bed,cockroach,0.28727197647094727,0.3222843987929891
bed,couch,0.5952101945877075,0.6149700513446185
bed,crab,0.11371257901191711,0.15122510578594683
bed,crocodile,0.10576693713665009,0.13954979693353964
bed,cup,0.23614828288555145,0.272657780588053
bed,dinosaur,0.07872922718524933,0.11924295055103351
bed,dolphin,0.05105846747756004,0.09072036505512815
bed,elephant,0.12566465139389038,0.16421044129838447
bed,flatfish,0.1225147694349289,0.1581630308505273
bed,forest,0.10768648236989975,0.14842582001798754
bed,fox,0.16842566430568695,0.2064624913342159
bed,girl,0.22299355268478394,0.26165592846656316
bed,hamster,0.1791243851184845,0.21557249958328817
bed,house,0.3653116822242737,0.4072421634651584
bed,kangaroo,0.025322062894701958,0.06746296404490815
bed,keyboard,0.1437467783689499,0.18141594696496466
bed,lamp,0.22210918366909027,0.2570428445153037
bed,mower,0.18143154680728912,0.21398643121827987
bed,leopard,0.21052999794483185,0.24078226440068562
bed,lion,0.10814295709133148,0.15098315069640156
bed,lizard,0.15956838428974152,0.19863206185542914
bed,lobster,0.1641150265932083,0.19904045525473613
bed,man,0.14060740172863007,0.19325072804426224
bed,maple,0.11440970003604889,0.15242757681241248
bed,motorcycle,0.07776973396539688,0.12346570080915187
bed,mountain,0.22449377179145813,0.2652259291485355
bed,mouse,0.08542965352535248,0.12768300344849937
bed,mushroom,0.06505332142114639,0.11093071262412124
bed,oak,0.1997763067483902,0.2331428305094072
bed,orange,0.08731839060783386,0.1358074927596734
bed,orchid,0.153084397315979,0.18578662270456192
bed,otter,0.1270333081483841,0.16455979761189976
bed,palm,0.14316175878047943,0.18201073783016986
bed,pear,0.10812337696552277,0.15095706724770108
bed,truck,0.2866652011871338,0.3238154970931789
bed,pine,0.19050784409046173,0.2311831895083195
bed,plain,0.09165860712528229,0.1497448380262565
